Research rank,Callable rank,Existing cockpit record,Business,Category,City / service area,State,Phone,Email,Paid channel(s),Paid-signal confidence,Paid evidence,Platform response / demand,Recommended first conversation,Why this angle,Google profile status,Google rating,Google reviews,Google Maps,Google search,Website status,Website,Platform profile(s),Evidence page(s),Observed,Cockpit lead ID,Match method,Possible existing IDs,Status,Notes
202,,Research-only · not ready to call,Envision Painting and Roofing,Painting,Gilbert,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Envision%20Painting%20and%20Roofing%20Arizona,Website linked on Angi profile · live state not audited,https://envisionservicegroup.com/home/,https://www.angi.com/companylist/us/az/gilbert/envision-painting-and-roofing-reviews-2351264.htm,https://www.angi.com/companylist/us/az/phoenix/painting.htm,2026-07-22,platform-envision-painting-and-roofing-gilbert,,,,
203,,Research-only · not ready to call,"Esquimo Pools, LLC",Pool & Spa Service,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 2 days · 4 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Esquimo%20Pools%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/pool-and-spa-service.htm,2026-07-22,platform-esquimo-pools-tucson,,,,
204,,Research-only · not ready to call,"Ever Green Tree, LLC",Landscaping,Phoenix,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 4 hrs · rate 85% · 2 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Ever%20Green%20Tree%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/phoenix/landscaping.htm,2026-07-22,platform-ever-green-tree-phoenix,,,,
205,,Research-only · not ready to call,Excel Movers,Moving,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 1 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Excel%20Movers%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/moving.htm,2026-07-22,platform-excel-movers-tucson,,,,
206,,Research-only · not ready to call,Exxcell Landscaping,Landscaping,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Exxcell%20Landscaping%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/landscaping.htm,2026-07-22,platform-exxcell-landscaping-tucson,,,,
207,,Research-only · not ready to call,Favreaure Remodeling,Roofing,Yuma,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 50 mins,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Favreaure%20Remodeling%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/yuma/roofing.htm,2026-07-22,platform-favreaure-remodeling-yuma,,,,
208,,Research-only · not ready to call,"Fillion's 5 Star Spa Services, LLC",Pool & Spa Service,Phoenix,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 10 mins · rate 90%,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Fillion's%205%20Star%20Spa%20Services%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/phoenix/pool-and-spa-service.htm,2026-07-22,platform-fillion-s-5-star-spa-services-phoenix,,,,
209,,Research-only · not ready to call,Flagstaff Roofing,Roofing,Flagstaff,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 1 day · 14 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Flagstaff%20Roofing%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/flagstaff/roofing.htm,2026-07-22,platform-flagstaff-roofing-flagstaff,,,,
210,,Research-only · not ready to call,Flex Moving & Storage,Moving,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 215 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Flex%20Moving%20%26%20Storage%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/moving.htm,2026-07-22,platform-flex-moving-and-storage-tucson,,,,
211,,Research-only · not ready to call,Flo Pro Plumbing LLC,Plumbing,Mesa,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 11 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Flo%20Pro%20Plumbing%20LLC%20Arizona,Website not yet cross-checked,,https://www.angi.com/companylist/us/az/mesa/flo-pro-plumbing-llc-reviews-11447555.htm,https://www.angi.com/companylist/us/az/phoenix/plumbing.htm,2026-07-22,platform-flo-pro-plumbing-mesa,,,,
212,,Research-only · not ready to call,Flores Landscape & Mas LLC,Landscaping,Phoenix,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 3 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Flores%20Landscape%20%26%20Mas%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/phoenix/landscaping.htm,2026-07-22,platform-flores-landscape-and-mas-phoenix,,,,
213,,Research-only · not ready to call,"Fox Communication and Low Voltage Solutions, LLC",Electrical,Yuma,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · response 2 hrs,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Fox%20Communication%20and%20Low%20Voltage%20Solutions%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/yuma/electrical.htm,2026-07-22,platform-fox-communication-and-low-voltage-solutions-yuma,,,,
214,,Research-only · not ready to call,Frosty Fox AC LLC,HVAC,Chandler,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 5 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Frosty%20Fox%20AC%20LLC%20Arizona,Website not yet cross-checked,,https://www.angi.com/companylist/us/az/chandler/frosty-fox-ac-llc-reviews-1.htm,https://www.angi.com/companylist/us/az/phoenix/hvac.htm,2026-07-22,platform-frosty-fox-ac-chandler,,,,
215,,Research-only · not ready to call,Full Spectrum Contracting LLC,General Contractor,Phoenix,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 1 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Full%20Spectrum%20Contracting%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/phoenix/contractor.htm,2026-07-22,platform-full-spectrum-contracting-phoenix,,,,
216,,Research-only · not ready to call,Gaia Cleaning Specialists LLC,House Cleaning,Phoenix,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Gaia%20Cleaning%20Specialists%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/phoenix/house-cleaning.htm | https://www.angi.com/companylist/us/az/tucson/house-cleaning.htm,2026-07-22,platform-gaia-cleaning-specialists-phoenix,,,,
217,,Research-only · not ready to call,German Roofing,Roofing,Mesa,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · 43 recent quote requests | Angi · 45 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=German%20Roofing%20Arizona,Website linked on Angi profile · live state not audited,https://germanroofing.com/,https://www.angi.com/companylist/us/az/mesa/german-roofing-reviews-277436.htm,https://www.angi.com/companylist/us/az/phoenix/roofing.htm | https://www.angi.com/companylist/us/az/casa-grande/roofing.htm,2026-07-22,platform-german-roofing-mesa,,,,
218,,Research-only · not ready to call,GLM Roofing LLC,Roofing,Sierra Vista,AZ,,,Angi,Confirmed paid,Angi: New to Angi advertiser badge (Confirmed paid),Angi · response 2 days · 3 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=GLM%20Roofing%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/sierra-vista/roofing.htm,2026-07-22,platform-glm-roofing-sierra-vista,,,,
219,,Research-only · not ready to call,"GM Contracting, LLC",Roofing,Casa Grande,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 11 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=GM%20Contracting%2C%20LLC%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/casa-grande/roofing.htm,2026-07-22,platform-gm-contracting-casa-grande,,,,
220,,Research-only · not ready to call,Goat Pest Solutions,Pest Control,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 4 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Goat%20Pest%20Solutions%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/pest-control.htm,2026-07-22,platform-goat-pest-solutions-tucson,,,,
221,,Research-only · not ready to call,Goettl Plumbing - Tucson,Plumbing,Tucson,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid),Angi · 13 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Goettl%20Plumbing%20-%20Tucson%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/tucson/plumbing.htm,2026-07-22,platform-goettl-plumbing-tucson-tucson,,,,
222,,Research-only · not ready to call,"Goettl's High Desert Mechanical, Inc.",HVAC; Plumbing,Flagstaff,AZ,,,Angi,Confirmed paid,Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid) | Angi: Approved advertiser badge (Confirmed paid),Angi · response 1 day · 81 recent quote requests | Angi · response 1 day · 76 recent quote requests | Angi · response 1 day · 68 recent quote requests,Research first,"Paid lead-acquisition activity is verified, but the business identity, contact details, website, and Google profile still need to be joined before outreach.",Not yet cross-checked,,0,,https://www.google.com/maps/search/?api=1&query=Goettl's%20High%20Desert%20Mechanical%2C%20Inc.%20Arizona,Website not yet cross-checked,,,https://www.angi.com/companylist/us/az/flagstaff/hvac.htm | https://www.angi.com/companylist/us/az/flagstaff/plumbing.htm | https://www.angi.com/companylist/us/az/prescott/hvac.htm,2026-07-22,platform-goettl-s-high-desert-mechanical-flagstaff,,,,
